condition,target_id,method,oracle_candidate,oracle_group,oracle_tm_like,selected_top1_candidate,selected_top1_group,selected_best_in_top5_candidate,selected_best_group,best_of_5_tm_like,tm_like_regret,oracle_in_top5,repeat
shuffled_group,R1108,group_calibrated_hybrid,casp15_R1108TS232_4,TS125,0.3262421322933785,casp15_R1108TS128_3,TS416,casp15_R1108TS128_3,TS416,0.2310399906933972,0.0952021415999813,False,0
shuffled_group,R1116,hybrid,casp15_R1116TS285_5,TS091,0.0808181859429064,casp15_R1116TS177_1,TS054,casp15_R1116TS238_2,TS081,0.0529940161235115,0.02782416981939491,False,0
shuffled_group,R1116,compact,casp15_R1116TS285_5,TS091,0.0808181859429064,casp15_R1116TS177_1,TS054,casp15_R1116TS245_5,TS392,0.0216792294631136,0.05913895647979281,False,0
shuffled_group,R1116,low_clash,casp15_R1116TS285_5,TS091,0.0808181859429064,casp15_R1116TS029_1,TS110,casp15_R1116TS029_1,TS110,0.0387984310738092,0.0420197548690972,False,0
shuffled_group,R1116,contact,casp15_R1116TS285_5,TS091,0.0808181859429064,casp15_R1116TS177_1,TS054,casp15_R1116TS238_2,TS081,0.0529940161235115,0.02782416981939491,False,0
shuffled_group,R1116,group_mean,casp15_R1116TS285_5,TS091,0.0808181859429064,casp15_R1116TS091_1,TS163,casp15_R1116TS185_3,TS416,0.036976709104267,0.043841476838639405,False,0
shuffled_group,R1116,group_oracle_rate,casp15_R1116TS285_5,TS091,0.0808181859429064,casp15_R1116TS131_3,TS054,casp15_R1116TS125_2,TS054,0.049821010776632,0.030997175166274406,False,0
shuffled_group,R1116,group_calibrated_hybrid,casp15_R1116TS285_5,TS091,0.0808181859429064,casp15_R1116TS177_1,TS054,casp15_R1116TS235_5,TS287,0.0568951096984086,0.023923076244497805,False,0
shuffled_group,R1117,hybrid,casp15_R1117TS232_1,TS248,0.3678080341841362,casp15_R1117TS235_3,TS470,casp15_R1117TS238_2,TS238,0.099779745658967,0.26802828852516924,False,0
shuffled_group,R1117,compact,casp15_R1117TS232_1,TS248,0.3678080341841362,casp15_R1117TS235_3,TS470,casp15_R1117TS235_1,TS035,0.1033781773707882,0.264429856813348,False,0
shuffled_group,R1117,low_clash,casp15_R1117TS232_1,TS248,0.3678080341841362,casp15_R1117TS029_1,TS081,casp15_R1117TS287_2,TS245,0.3261707138156676,0.04163732036846862,False,0
shuffled_group,R1117,contact,casp15_R1117TS232_1,TS248,0.3678080341841362,casp15_R1117TS235_3,TS470,casp15_R1117TS238_2,TS238,0.099779745658967,0.26802828852516924,False,0
shuffled_group,R1117,group_mean,casp15_R1117TS232_1,TS248,0.3678080341841362,casp15_R1117TS125_2,TS444,casp15_R1117TS125_2,TS444,0.0967511031641443,0.2710569310199919,False,0
shuffled_group,R1117,group_oracle_rate,casp15_R1117TS232_1,TS248,0.3678080341841362,casp15_R1117TS489_5,TS125,casp15_R1117TS416_1,TS054,0.2348177871408224,0.1329902470433138,False,0
shuffled_group,R1117,group_calibrated_hybrid,casp15_R1117TS232_1,TS248,0.3678080341841362,casp15_R1117TS163_3,TS444,casp15_R1117TS125_2,TS444,0.0967511031641443,0.2710569310199919,False,0
shuffled_group,R1126,hybrid,casp15_R1126TS232_4,TS229,0.3693317530910113,casp15_R1126TS238_3,TS232,casp15_R1126TS470_5,TS392,0.0342285133130794,0.3351032397779319,False,0
shuffled_group,R1126,compact,casp15_R1126TS232_4,TS229,0.3693317530910113,casp15_R1126TS238_3,TS232,casp15_R1126TS470_5,TS392,0.0342285133130794,0.3351032397779319,False,0
shuffled_group,R1126,low_clash,casp15_R1126TS232_4,TS229,0.3693317530910113,casp15_R1126TS029_1,TS239,casp15_R1126TS287_2,TS470,0.2112664927068006,0.1580652603842107,False,0
shuffled_group,R1126,contact,casp15_R1126TS232_4,TS229,0.3693317530910113,casp15_R1126TS238_3,TS232,casp15_R1126TS238_1,TS439,0.0467002928571716,0.3226314602338397,False,0
shuffled_group,R1126,group_mean,casp15_R1126TS232_4,TS229,0.3693317530910113,casp15_R1126TS232_3,TS444,casp15_R1126TS232_3,TS444,0.3589952453032964,0.010336507787714888,False,0
shuffled_group,R1126,group_oracle_rate,casp15_R1126TS232_4,TS229,0.3693317530910113,casp15_R1126TS128_3,TS125,casp15_R1126TS490_1,TS125,0.0239933505731673,0.345338402517844,False,0
shuffled_group,R1126,group_calibrated_hybrid,casp15_R1126TS232_4,TS229,0.3693317530910113,casp15_R1126TS238_3,TS232,casp15_R1126TS489_5,TS131,0.0342285133130794,0.3351032397779319,False,0
shuffled_group,R1128,hybrid,casp15_R1128TS232_1,TS128,0.6167446374930202,casp15_R1128TS163_1,TS232,casp15_R1128TS163_1,TS232,0.0557752659366336,0.5609693715563866,False,0
shuffled_group,R1128,compact,casp15_R1128TS232_1,TS128,0.6167446374930202,casp15_R1128TS163_1,TS232,casp15_R1128TS163_1,TS232,0.0557752659366336,0.5609693715563866,False,0
shuffled_group,R1128,low_clash,casp15_R1128TS232_1,TS128,0.6167446374930202,casp15_R1128TS029_1,TS185,casp15_R1128TS229_1,TS131,0.0582931867320877,0.5584514507609325,False,0
shuffled_group,R1128,contact,casp15_R1128TS232_1,TS128,0.6167446374930202,casp15_R1128TS238_2,TS434,casp15_R1128TS163_1,TS232,0.0557752659366336,0.5609693715563866,False,0
shuffled_group,R1128,group_mean,casp15_R1128TS232_1,TS128,0.6167446374930202,casp15_R1128TS434_1,TS131,casp15_R1128TS081_5,TS131,0.1291922793841308,0.4875523581088894,False,0
shuffled_group,R1128,group_oracle_rate,casp15_R1128TS232_1,TS128,0.6167446374930202,casp15_R1128TS229_2,TS054,casp15_R1128TS229_2,TS054,0.0391927579631969,0.5775518795298233,False,0
shuffled_group,R1128,group_calibrated_hybrid,casp15_R1128TS232_1,TS128,0.6167446374930202,casp15_R1128TS163_1,TS232,casp15_R1128TS163_1,TS232,0.0557752659366336,0.5609693715563866,False,0
shuffled_group,R1136,hybrid,casp15_R1136TS232_3,TS347,0.4589151895094623,casp15_R1136TS238_3,TS081,casp15_R1136TS238_1,TS235,0.0344501159144327,0.4244650735950296,False,0
shuffled_group,R1136,compact,casp15_R1136TS232_3,TS347,0.4589151895094623,casp15_R1136TS238_3,TS081,casp15_R1136TS470_4,TS347,0.0273228724751216,0.4315923170343407,False,0
shuffled_group,R1136,low_clash,casp15_R1136TS232_3,TS347,0.4589151895094623,casp15_R1136TS029_1,TS456,casp15_R1136TS245_2,TS035,0.026782384047523,0.43213280546193933,False,0
shuffled_group,R1136,contact,casp15_R1136TS232_3,TS347,0.4589151895094623,casp15_R1136TS238_3,TS081,casp15_R1136TS238_1,TS235,0.0344501159144327,0.4244650735950296,False,0
shuffled_group,R1136,group_mean,casp15_R1136TS232_3,TS347,0.4589151895094623,casp15_R1136TS325_3,TS444,casp15_R1136TS325_3,TS444,0.3925571253256255,0.06635806418383683,False,0
shuffled_group,R1136,group_oracle_rate,casp15_R1136TS232_3,TS347,0.4589151895094623,casp15_R1136TS489_5,TS054,casp15_R1136TS235_2,TS054,0.0320920618555143,0.42682312765394803,False,0
shuffled_group,R1136,group_calibrated_hybrid,casp15_R1136TS232_3,TS347,0.4589151895094623,casp15_R1136TS238_3,TS081,casp15_R1136TS238_1,TS235,0.0344501159144327,0.4244650735950296,False,0
shuffled_group,R1138,hybrid,casp15_R1138TS232_4,TS125,0.1999908122841625,casp15_R1138TS238_3,TS392,casp15_R1138TS229_2,TS239,0.0376323810511412,0.1623584312330213,False,0
shuffled_group,R1138,compact,casp15_R1138TS232_4,TS125,0.1999908122841625,casp15_R1138TS238_4,TS248,casp15_R1138TS229_2,TS239,0.0376323810511412,0.1623584312330213,False,0
shuffled_group,R1138,low_clash,casp15_R1138TS232_4,TS125,0.1999908122841625,casp15_R1138TS029_1,TS238,casp15_R1138TS239_4,TS392,0.0322660694211106,0.1677247428630519,False,0
shuffled_group,R1138,contact,casp15_R1138TS232_4,TS125,0.1999908122841625,casp15_R1138TS238_4,TS248,casp15_R1138TS238_1,TS232,0.0537723825417439,0.14621842974241858,False,0
shuffled_group,R1138,group_mean,casp15_R1138TS232_4,TS125,0.1999908122841625,casp15_R1138TS131_1,TS416,casp15_R1138TS081_2,TS416,0.1505670930536982,0.04942371923046429,False,0
shuffled_group,R1138,group_oracle_rate,casp15_R1138TS232_4,TS125,0.1999908122841625,casp15_R1138TS434_3,TS054,casp15_R1138TS054_2,TS054,0.0527802716482894,0.14721054063587308,False,0
shuffled_group,R1138,group_calibrated_hybrid,casp15_R1138TS232_4,TS125,0.1999908122841625,casp15_R1138TS238_3,TS392,casp15_R1138TS238_3,TS392,0.0368579506538325,0.16313286163032997,False,0
shuffled_group,R1149,hybrid,casp15_R1149TS128_1,TS287,0.2467877619970491,casp15_R1149TS177_1,TS227,casp15_R1149TS235_4,TS232,0.0382510436755594,0.2085367183214897,False,0
shuffled_group,R1149,compact,casp15_R1149TS128_1,TS287,0.2467877619970491,casp15_R1149TS177_1,TS227,casp15_R1149TS248_1,TS248,0.0706908549370631,0.17609690705998599,False,0
shuffled_group,R1149,low_clash,casp15_R1149TS128_1,TS287,0.2467877619970491,casp15_R1149TS029_1,TS119,casp15_R1149TS239_4,TS081,0.0563144538836455,0.1904733081134036,False,0
shuffled_group,R1149,contact,casp15_R1149TS128_1,TS287,0.2467877619970491,casp15_R1149TS177_1,TS227,casp15_R1149TS235_4,TS232,0.0382510436755594,0.2085367183214897,False,0
shuffled_group,R1149,group_mean,casp15_R1149TS128_1,TS287,0.2467877619970491,casp15_R1149TS239_1,TS416,casp15_R1149TS416_4,TS416,0.065635649321365,0.1811521126756841,False,0
shuffled_group,R1149,group_oracle_rate,casp15_R1149TS128_1,TS287,0.2467877619970491,casp15_R1149TS131_4,TS054,casp15_R1149TS392_4,TS054,0.0804328138136461,0.16635494818340302,False,0
shuffled_group,R1149,group_calibrated_hybrid,casp15_R1149TS128_1,TS287,0.2467877619970491,casp15_R1149TS177_1,TS227,casp15_R1149TS235_2,TS091,0.0447856708045066,0.2020020911925425,False,0
shuffled_group,R1156,hybrid,casp15_R1156TS128_5,TS054,0.2638305725614999,casp15_R1156TS177_1,TS128,casp15_R1156TS238_4,TS245,0.0333248825864672,0.23050568997503268,False,0
shuffled_group,R1156,compact,casp15_R1156TS128_5,TS054,0.2638305725614999,casp15_R1156TS177_1,TS128,casp15_R1156TS235_5,TS392,0.0404463493129894,0.22338422324851048,False,0
shuffled_group,R1156,low_clash,casp15_R1156TS128_5,TS054,0.2638305725614999,casp15_R1156TS029_1,TS054,casp15_R1156TS239_1,TS110,0.0533013756564594,0.2105291969050405,False,0
shuffled_group,R1156,contact,casp15_R1156TS128_5,TS054,0.2638305725614999,casp15_R1156TS177_1,TS128,casp15_R1156TS238_4,TS245,0.0333248825864672,0.23050568997503268,False,0
shuffled_group,R1156,group_mean,casp15_R1156TS128_5,TS054,0.2638305725614999,casp15_R1156TS110_2,TS091,casp15_R1156TS054_4,TS091,0.0372180038416183,0.22661256871988159,False,0
shuffled_group,R1156,group_oracle_rate,casp15_R1156TS128_5,TS054,0.2638305725614999,casp15_R1156TS416_5,TS125,casp15_R1156TS287_1,TS125,0.0680736411010117,0.19575693146048817,False,0
shuffled_group,R1156,group_calibrated_hybrid,casp15_R1156TS128_5,TS054,0.2638305725614999,casp15_R1156TS177_1,TS128,casp15_R1156TS054_4,TS091,0.0372180038416183,0.22661256871988159,False,0
shuffled_group,R1107,hybrid,casp15_R1107TS232_1,TS470,0.3176528586447821,casp15_R1107TS285_3,TS125,casp15_R1107TS054_4,TS385,0.1191397753415253,0.1985130833032568,False,1
shuffled_group,R1107,compact,casp15_R1107TS232_1,TS470,0.3176528586447821,casp15_R1107TS285_3,TS125,casp15_R1107TS125_1,TS235,0.120924050831857,0.1967288078129251,False,1
shuffled_group,R1107,low_clash,casp15_R1107TS232_1,TS470,0.3176528586447821,casp15_R1107TS029_1,TS035,casp15_R1107TS287_4,TS434,0.1603577049038492,0.1572951537409329,False,1
shuffled_group,R1107,contact,casp15_R1107TS232_1,TS470,0.3176528586447821,casp15_R1107TS285_3,TS125,casp15_R1107TS054_4,TS385,0.1191397753415253,0.1985130833032568,False,1
shuffled_group,R1107,group_mean,casp15_R1107TS232_1,TS470,0.3176528586447821,casp15_R1107TS489_5,TS076,casp15_R1107TS489_5,TS076,0.2064252020494894,0.11122765659529271,False,1
shuffled_group,R1107,group_oracle_rate,casp15_R1107TS232_1,TS470,0.3176528586447821,casp15_R1107TS416_3,TS489,casp15_R1107TS232_2,TS489,0.2774254519771812,0.040227406667600885,False,1
shuffled_group,R1107,group_calibrated_hybrid,casp15_R1107TS232_1,TS470,0.3176528586447821,casp15_R1107TS232_5,TS489,casp15_R1107TS232_2,TS489,0.2774254519771812,0.040227406667600885,False,1
shuffled_group,R1108,hybrid,casp15_R1108TS232_4,TS238,0.3262421322933785,casp15_R1108TS385_4,TS434,casp15_R1108TS489_5,TS147,0.0832001107027511,0.2430420215906274,False,1
shuffled_group,R1108,compact,casp15_R1108TS232_4,TS238,0.3262421322933785,casp15_R1108TS385_4,TS434,casp15_R1108TS489_5,TS147,0.0832001107027511,0.2430420215906274,False,1
shuffled_group,R1108,low_clash,casp15_R1108TS232_4,TS238,0.3262421322933785,casp15_R1108TS029_1,TS125,casp15_R1108TS287_4,TS128,0.198204634662693,0.1280374976306855,False,1
shuffled_group,R1108,contact,casp15_R1108TS232_4,TS238,0.3262421322933785,casp15_R1108TS385_4,TS434,casp15_R1108TS489_5,TS147,0.0832001107027511,0.2430420215906274,False,1
shuffled_group,R1108,group_mean,casp15_R1108TS232_4,TS238,0.3262421322933785,casp15_R1108TS232_1,TS489,casp15_R1108TS232_1,TS489,0.2425518954319795,0.08369023686139901,False,1
shuffled_group,R1108,group_oracle_rate,casp15_R1108TS232_4,TS238,0.3262421322933785,casp15_R1108TS035_1,TS489,casp15_R1108TS232_1,TS489,0.2425518954319795,0.08369023686139901,False,1
shuffled_group,R1108,group_calibrated_hybrid,casp15_R1108TS232_4,TS238,0.3262421322933785,casp15_R1108TS232_1,TS489,casp15_R1108TS232_1,TS489,0.2425518954319795,0.08369023686139901,False,1
shuffled_group,R1116,hybrid,casp15_R1116TS285_5,TS285,0.0808181859429064,casp15_R1116TS177_1,TS081,casp15_R1116TS238_2,TS385,0.0529940161235115,0.02782416981939491,False,1
shuffled_group,R1116,compact,casp15_R1116TS285_5,TS285,0.0808181859429064,casp15_R1116TS177_1,TS081,casp15_R1116TS245_5,TS434,0.0216792294631136,0.05913895647979281,False,1
shuffled_group,R1116,low_clash,casp15_R1116TS285_5,TS285,0.0808181859429064,casp15_R1116TS029_1,TS248,casp15_R1116TS029_1,TS248,0.0387984310738092,0.0420197548690972,False,1
shuffled_group,R1116,contact,casp15_R1116TS285_5,TS285,0.0808181859429064,casp15_R1116TS177_1,TS081,casp15_R1116TS238_2,TS385,0.0529940161235115,0.02782416981939491,False,1
shuffled_group,R1116,group_mean,casp15_R1116TS285_5,TS285,0.0808181859429064,casp15_R1116TS076_2,TS489,casp15_R1116TS416_4,TS489,0.0441407336306747,0.036677452312231705,False,1
shuffled_group,R1116,group_oracle_rate,casp15_R1116TS285_5,TS285,0.0808181859429064,casp15_R1116TS416_4,TS489,casp15_R1116TS416_4,TS489,0.0441407336306747,0.036677452312231705,False,1
shuffled_group,R1116,group_calibrated_hybrid,casp15_R1116TS285_5,TS285,0.0808181859429064,casp15_R1116TS238_2,TS385,casp15_R1116TS238_2,TS385,0.0529940161235115,0.02782416981939491,False,1
shuffled_group,R1117,hybrid,casp15_R1117TS232_1,TS245,0.3678080341841362,casp15_R1117TS235_3,TS470,casp15_R1117TS238_2,TS439,0.099779745658967,0.26802828852516924,False,1
shuffled_group,R1117,compact,casp15_R1117TS232_1,TS245,0.3678080341841362,casp15_R1117TS235_3,TS470,casp15_R1117TS235_1,TS489,0.1033781773707882,0.264429856813348,False,1
shuffled_group,R1117,low_clash,casp15_R1117TS232_1,TS245,0.3678080341841362,casp15_R1117TS029_1,TS232,casp15_R1117TS287_2,TS091,0.3261707138156676,0.04163732036846862,False,1
shuffled_group,R1117,contact,casp15_R1117TS232_1,TS245,0.3678080341841362,casp15_R1117TS235_3,TS470,casp15_R1117TS238_2,TS439,0.099779745658967,0.26802828852516924,False,1
shuffled_group,R1117,group_mean,casp15_R1117TS232_1,TS245,0.3678080341841362,casp15_R1117TS091_2,TS076,casp15_R1117TS163_1,TS076,0.1223174520271714,0.24549058215696481,False,1
shuffled_group,R1117,group_oracle_rate,casp15_R1117TS232_1,TS245,0.3678080341841362,casp15_R1117TS248_3,TS489,casp15_R1117TS232_3,TS489,0.3379257217320827,0.029882312452053528,False,1
shuffled_group,R1117,group_calibrated_hybrid,casp15_R1117TS232_1,TS245,0.3678080341841362,casp15_R1117TS235_3,TS470,casp15_R1117TS163_1,TS076,0.1223174520271714,0.24549058215696481,False,1
shuffled_group,R1126,hybrid,casp15_R1126TS232_4,TS489,0.3693317530910113,casp15_R1126TS238_3,TS248,casp15_R1126TS470_5,TS489,0.0342285133130794,0.3351032397779319,False,1
shuffled_group,R1126,compact,casp15_R1126TS232_4,TS489,0.3693317530910113,casp15_R1126TS238_3,TS248,casp15_R1126TS470_5,TS489,0.0342285133130794,0.3351032397779319,False,1
shuffled_group,R1126,low_clash,casp15_R1126TS232_4,TS489,0.3693317530910113,casp15_R1126TS029_1,TS416,casp15_R1126TS287_2,TS076,0.2112664927068006,0.1580652603842107,False,1
shuffled_group,R1126,contact,casp15_R1126TS232_4,TS489,0.3693317530910113,casp15_R1126TS238_3,TS248,casp15_R1126TS238_1,TS238,0.0467002928571716,0.3226314602338397,False,1
shuffled_group,R1126,group_mean,casp15_R1126TS232_4,TS489,0.3693317530910113,casp15_R1126TS444_5,TS489,casp15_R1126TS232_4,TS489,0.3693317530910113,0.0,True,1
shuffled_group,R1126,group_oracle_rate,casp15_R1126TS232_4,TS489,0.3693317530910113,casp15_R1126TS232_3,TS245,casp15_R1126TS232_3,TS245,0.3589952453032964,0.010336507787714888,False,1
shuffled_group,R1126,group_calibrated_hybrid,casp15_R1126TS232_4,TS489,0.3693317530910113,casp15_R1126TS238_3,TS248,casp15_R1126TS470_5,TS489,0.0342285133130794,0.3351032397779319,False,1
shuffled_group,R1128,hybrid,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS163_1,TS081,casp15_R1128TS163_1,TS081,0.0557752659366336,0.5609693715563866,False,1
shuffled_group,R1128,compact,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS163_1,TS081,casp15_R1128TS163_1,TS081,0.0557752659366336,0.5609693715563866,False,1
shuffled_group,R1128,low_clash,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS029_1,TS245,casp15_R1128TS229_1,TS470,0.0582931867320877,0.5584514507609325,False,1
shuffled_group,R1128,contact,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS238_2,TS489,casp15_R1128TS163_1,TS081,0.0557752659366336,0.5609693715563866,False,1
shuffled_group,R1128,group_mean,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS125_5,TS489,casp15_R1128TS235_5,TS489,0.0427320694662007,0.5740125680268195,False,1
shuffled_group,R1128,group_oracle_rate,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS238_2,TS489,casp15_R1128TS235_5,TS489,0.0427320694662007,0.5740125680268195,False,1
shuffled_group,R1128,group_calibrated_hybrid,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS238_2,TS489,casp15_R1128TS235_5,TS489,0.0427320694662007,0.5740125680268195,False,1
shuffled_group,R1136,hybrid,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS238_3,TS325,casp15_R1136TS238_1,TS439,0.0344501159144327,0.4244650735950296,False,1
shuffled_group,R1136,compact,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS238_3,TS325,casp15_R1136TS470_4,TS456,0.0273228724751216,0.4315923170343407,False,1
shuffled_group,R1136,low_clash,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS029_1,TS147,casp15_R1136TS245_2,TS128,0.026782384047523,0.43213280546193933,False,1
shuffled_group,R1136,contact,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS238_3,TS325,casp15_R1136TS238_1,TS439,0.0344501159144327,0.4244650735950296,False,1
shuffled_group,R1136,group_mean,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS489_5,TS076,casp15_R1136TS456_2,TS076,0.3925571253256255,0.06635806418383683,False,1
shuffled_group,R1136,group_oracle_rate,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS325_3,TS489,casp15_R1136TS325_3,TS489,0.3925571253256255,0.06635806418383683,False,1
shuffled_group,R1136,group_calibrated_hybrid,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS238_3,TS325,casp15_R1136TS238_1,TS439,0.0344501159144327,0.4244650735950296,False,1
shuffled_group,R1138,hybrid,casp15_R1138TS232_4,TS385,0.1999908122841625,casp15_R1138TS238_3,TS081,casp15_R1138TS229_2,TS097,0.0376323810511412,0.1623584312330213,False,1
shuffled_group,R1138,compact,casp15_R1138TS232_4,TS385,0.1999908122841625,casp15_R1138TS238_4,TS229,casp15_R1138TS229_2,TS097,0.0376323810511412,0.1623584312330213,False,1
shuffled_group,R1138,low_clash,casp15_R1138TS232_4,TS385,0.1999908122841625,casp15_R1138TS029_1,TS287,casp15_R1138TS239_4,TS416,0.0322660694211106,0.1677247428630519,False,1
shuffled_group,R1138,contact,casp15_R1138TS232_4,TS385,0.1999908122841625,casp15_R1138TS238_4,TS229,casp15_R1138TS238_1,TS239,0.0537723825417439,0.14621842974241858,False,1
shuffled_group,R1138,group_mean,casp15_R1138TS232_4,TS385,0.1999908122841625,casp15_R1138TS287_1,TS489,casp15_R1138TS081_1,TS489,0.1497144616360735,0.050276350648089,False,1
shuffled_group,R1138,group_oracle_rate,casp15_R1138TS232_4,TS385,0.1999908122841625,casp15_R1138TS287_1,TS489,casp15_R1138TS081_1,TS489,0.1497144616360735,0.050276350648089,False,1
shuffled_group,R1138,group_calibrated_hybrid,casp15_R1138TS232_4,TS385,0.1999908122841625,casp15_R1138TS489_2,TS489,casp15_R1138TS081_1,TS489,0.1497144616360735,0.050276350648089,False,1
shuffled_group,R1149,hybrid,casp15_R1149TS128_1,TS489,0.2467877619970491,casp15_R1149TS177_1,TS081,casp15_R1149TS235_4,TS227,0.0382510436755594,0.2085367183214897,False,1
shuffled_group,R1149,compact,casp15_R1149TS128_1,TS489,0.2467877619970491,casp15_R1149TS177_1,TS081,casp15_R1149TS248_1,TS131,0.0706908549370631,0.17609690705998599,False,1
shuffled_group,R1149,low_clash,casp15_R1149TS128_1,TS489,0.2467877619970491,casp15_R1149TS029_1,TS238,casp15_R1149TS239_4,TS248,0.0563144538836455,0.1904733081134036,False,1
shuffled_group,R1149,contact,casp15_R1149TS128_1,TS489,0.2467877619970491,casp15_R1149TS177_1,TS081,casp15_R1149TS235_4,TS227,0.0382510436755594,0.2085367183214897,False,1
shuffled_group,R1149,group_mean,casp15_R1149TS128_1,TS489,0.2467877619970491,casp15_R1149TS091_3,TS489,casp15_R1149TS128_1,TS489,0.2467877619970491,0.0,True,1
shuffled_group,R1149,group_oracle_rate,casp15_R1149TS128_1,TS489,0.2467877619970491,casp15_R1149TS029_1,TS238,casp15_R1149TS119_1,TS470,0.0676065132371036,0.1791812487599455,False,1
shuffled_group,R1149,group_calibrated_hybrid,casp15_R1149TS128_1,TS489,0.2467877619970491,casp15_R1149TS177_1,TS081,casp15_R1149TS128_1,TS489,0.2467877619970491,0.0,True,1
shuffled_group,R1156,hybrid,casp15_R1156TS128_5,TS076,0.2638305725614999,casp15_R1156TS177_1,TS128,casp15_R1156TS238_4,TS147,0.0333248825864672,0.23050568997503268,False,1
shuffled_group,R1156,compact,casp15_R1156TS128_5,TS076,0.2638305725614999,casp15_R1156TS177_1,TS128,casp15_R1156TS235_5,TS081,0.0404463493129894,0.22338422324851048,False,1
shuffled_group,R1156,low_clash,casp15_R1156TS128_5,TS076,0.2638305725614999,casp15_R1156TS029_1,TS434,casp15_R1156TS239_1,TS245,0.0533013756564594,0.2105291969050405,False,1
shuffled_group,R1156,contact,casp15_R1156TS128_5,TS076,0.2638305725614999,casp15_R1156TS177_1,TS128,casp15_R1156TS238_4,TS147,0.0333248825864672,0.23050568997503268,False,1
shuffled_group,R1156,group_mean,casp15_R1156TS128_5,TS076,0.2638305725614999,casp15_R1156TS091_5,TS489,casp15_R1156TS439_2,TS489,0.0413812707412639,0.22244930182023598,False,1
shuffled_group,R1156,group_oracle_rate,casp15_R1156TS128_5,TS076,0.2638305725614999,casp15_R1156TS439_2,TS489,casp15_R1156TS439_2,TS489,0.0413812707412639,0.22244930182023598,False,1
