target_id,candidate_id,candidate_path,candidate_source,native_path,has_native
1F7Y,decoy_009_segment_bend,data/real/candidates/1F7Y/decoy_009_segment_bend.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_010_small_noise,data/real/candidates/1F7Y/decoy_010_small_noise.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_011_medium_noise,data/real/candidates/1F7Y/decoy_011_medium_noise.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_012_large_noise,data/real/candidates/1F7Y/decoy_012_large_noise.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_013_loop_distortion,data/real/candidates/1F7Y/decoy_013_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_014_partial_collapse,data/real/candidates/1F7Y/decoy_014_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_015_over_expansion,data/real/candidates/1F7Y/decoy_015_over_expansion.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_016_local_clash,data/real/candidates/1F7Y/decoy_016_local_clash.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_017_backbone_shift,data/real/candidates/1F7Y/decoy_017_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_018_segment_bend,data/real/candidates/1F7Y/decoy_018_segment_bend.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_019_small_noise,data/real/candidates/1F7Y/decoy_019_small_noise.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_020_medium_noise,data/real/candidates/1F7Y/decoy_020_medium_noise.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_021_large_noise,data/real/candidates/1F7Y/decoy_021_large_noise.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_022_loop_distortion,data/real/candidates/1F7Y/decoy_022_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_023_partial_collapse,data/real/candidates/1F7Y/decoy_023_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_024_over_expansion,data/real/candidates/1F7Y/decoy_024_over_expansion.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_025_local_clash,data/real/candidates/1F7Y/decoy_025_local_clash.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_026_backbone_shift,data/real/candidates/1F7Y/decoy_026_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_027_segment_bend,data/real/candidates/1F7Y/decoy_027_segment_bend.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_028_small_noise,data/real/candidates/1F7Y/decoy_028_small_noise.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_029_medium_noise,data/real/candidates/1F7Y/decoy_029_medium_noise.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,decoy_030_large_noise,data/real/candidates/1F7Y/decoy_030_large_noise.pdb,synthetic_decoy,data/real/candidates/1F7Y/native.pdb,True
1F7Y,template_1EHZ_001,data/real/candidates/1F7Y/template_1EHZ_001.pdb,template,data/real/candidates/1F7Y/native.pdb,True
1F7Y,template_1XJR_003,data/real/candidates/1F7Y/template_1XJR_003.pdb,template,data/real/candidates/1F7Y/native.pdb,True
1F7Y,template_2Q1O_004,data/real/candidates/1F7Y/template_2Q1O_004.pdb,template,data/real/candidates/1F7Y/native.pdb,True
1F7Y,template_4RBQ_005,data/real/candidates/1F7Y/template_4RBQ_005.pdb,template,data/real/candidates/1F7Y/native.pdb,True
1F7Y,template_4RNE_002,data/real/candidates/1F7Y/template_4RNE_002.pdb,template,data/real/candidates/1F7Y/native.pdb,True
1J8G,decoy_001_small_noise,data/real/candidates/1J8G/decoy_001_small_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_002_medium_noise,data/real/candidates/1J8G/decoy_002_medium_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_003_large_noise,data/real/candidates/1J8G/decoy_003_large_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_004_loop_distortion,data/real/candidates/1J8G/decoy_004_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_005_partial_collapse,data/real/candidates/1J8G/decoy_005_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_006_over_expansion,data/real/candidates/1J8G/decoy_006_over_expansion.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_007_local_clash,data/real/candidates/1J8G/decoy_007_local_clash.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_008_backbone_shift,data/real/candidates/1J8G/decoy_008_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_009_segment_bend,data/real/candidates/1J8G/decoy_009_segment_bend.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_010_small_noise,data/real/candidates/1J8G/decoy_010_small_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_011_medium_noise,data/real/candidates/1J8G/decoy_011_medium_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_012_large_noise,data/real/candidates/1J8G/decoy_012_large_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_013_loop_distortion,data/real/candidates/1J8G/decoy_013_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_014_partial_collapse,data/real/candidates/1J8G/decoy_014_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_015_over_expansion,data/real/candidates/1J8G/decoy_015_over_expansion.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_016_local_clash,data/real/candidates/1J8G/decoy_016_local_clash.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_017_backbone_shift,data/real/candidates/1J8G/decoy_017_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_018_segment_bend,data/real/candidates/1J8G/decoy_018_segment_bend.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_019_small_noise,data/real/candidates/1J8G/decoy_019_small_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_020_medium_noise,data/real/candidates/1J8G/decoy_020_medium_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_021_large_noise,data/real/candidates/1J8G/decoy_021_large_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_022_loop_distortion,data/real/candidates/1J8G/decoy_022_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_023_partial_collapse,data/real/candidates/1J8G/decoy_023_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_024_over_expansion,data/real/candidates/1J8G/decoy_024_over_expansion.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_025_local_clash,data/real/candidates/1J8G/decoy_025_local_clash.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_026_backbone_shift,data/real/candidates/1J8G/decoy_026_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_027_segment_bend,data/real/candidates/1J8G/decoy_027_segment_bend.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_028_small_noise,data/real/candidates/1J8G/decoy_028_small_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_029_medium_noise,data/real/candidates/1J8G/decoy_029_medium_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,decoy_030_large_noise,data/real/candidates/1J8G/decoy_030_large_noise.pdb,synthetic_decoy,data/real/candidates/1J8G/native.pdb,True
1J8G,template_3DW4_005,data/real/candidates/1J8G/template_3DW4_005.pdb,template,data/real/candidates/1J8G/native.pdb,True
1J8G,template_4Y27_003,data/real/candidates/1J8G/template_4Y27_003.pdb,template,data/real/candidates/1J8G/native.pdb,True
1J8G,template_5V2H_001,data/real/candidates/1J8G/template_5V2H_001.pdb,template,data/real/candidates/1J8G/native.pdb,True
1J8G,template_7QSH_004,data/real/candidates/1J8G/template_7QSH_004.pdb,template,data/real/candidates/1J8G/native.pdb,True
1J8G,template_8QMH_002,data/real/candidates/1J8G/template_8QMH_002.pdb,template,data/real/candidates/1J8G/native.pdb,True
1L2X,decoy_001_small_noise,data/real/candidates/1L2X/decoy_001_small_noise.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_002_medium_noise,data/real/candidates/1L2X/decoy_002_medium_noise.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_004_loop_distortion,data/real/candidates/1L2X/decoy_004_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_011_medium_noise,data/real/candidates/1L2X/decoy_011_medium_noise.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_012_large_noise,data/real/candidates/1L2X/decoy_012_large_noise.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_013_loop_distortion,data/real/candidates/1L2X/decoy_013_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_014_partial_collapse,data/real/candidates/1L2X/decoy_014_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_016_local_clash,data/real/candidates/1L2X/decoy_016_local_clash.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_019_small_noise,data/real/candidates/1L2X/decoy_019_small_noise.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_020_medium_noise,data/real/candidates/1L2X/decoy_020_medium_noise.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_021_large_noise,data/real/candidates/1L2X/decoy_021_large_noise.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_022_loop_distortion,data/real/candidates/1L2X/decoy_022_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_025_local_clash,data/real/candidates/1L2X/decoy_025_local_clash.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_026_backbone_shift,data/real/candidates/1L2X/decoy_026_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,decoy_027_segment_bend,data/real/candidates/1L2X/decoy_027_segment_bend.pdb,synthetic_decoy,data/real/candidates/1L2X/native.pdb,True
1L2X,template_6Y0Y_004,data/real/candidates/1L2X/template_6Y0Y_004.pdb,template,data/real/candidates/1L2X/native.pdb,True
1PJO,decoy_001_small_noise,data/real/candidates/1PJO/decoy_001_small_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_002_medium_noise,data/real/candidates/1PJO/decoy_002_medium_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_003_large_noise,data/real/candidates/1PJO/decoy_003_large_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_004_loop_distortion,data/real/candidates/1PJO/decoy_004_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_005_partial_collapse,data/real/candidates/1PJO/decoy_005_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_006_over_expansion,data/real/candidates/1PJO/decoy_006_over_expansion.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_007_local_clash,data/real/candidates/1PJO/decoy_007_local_clash.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_008_backbone_shift,data/real/candidates/1PJO/decoy_008_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_009_segment_bend,data/real/candidates/1PJO/decoy_009_segment_bend.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_010_small_noise,data/real/candidates/1PJO/decoy_010_small_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_011_medium_noise,data/real/candidates/1PJO/decoy_011_medium_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_012_large_noise,data/real/candidates/1PJO/decoy_012_large_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_013_loop_distortion,data/real/candidates/1PJO/decoy_013_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_014_partial_collapse,data/real/candidates/1PJO/decoy_014_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_015_over_expansion,data/real/candidates/1PJO/decoy_015_over_expansion.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_016_local_clash,data/real/candidates/1PJO/decoy_016_local_clash.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_017_backbone_shift,data/real/candidates/1PJO/decoy_017_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_018_segment_bend,data/real/candidates/1PJO/decoy_018_segment_bend.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_019_small_noise,data/real/candidates/1PJO/decoy_019_small_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_020_medium_noise,data/real/candidates/1PJO/decoy_020_medium_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_021_large_noise,data/real/candidates/1PJO/decoy_021_large_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_022_loop_distortion,data/real/candidates/1PJO/decoy_022_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_023_partial_collapse,data/real/candidates/1PJO/decoy_023_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_024_over_expansion,data/real/candidates/1PJO/decoy_024_over_expansion.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_025_local_clash,data/real/candidates/1PJO/decoy_025_local_clash.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_026_backbone_shift,data/real/candidates/1PJO/decoy_026_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_027_segment_bend,data/real/candidates/1PJO/decoy_027_segment_bend.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_028_small_noise,data/real/candidates/1PJO/decoy_028_small_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_029_medium_noise,data/real/candidates/1PJO/decoy_029_medium_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,decoy_030_large_noise,data/real/candidates/1PJO/decoy_030_large_noise.pdb,synthetic_decoy,data/real/candidates/1PJO/native.pdb,True
1PJO,template_1J8G_003,data/real/candidates/1PJO/template_1J8G_003.pdb,template,data/real/candidates/1PJO/native.pdb,True
1PJO,template_4JRD_001,data/real/candidates/1PJO/template_4JRD_001.pdb,template,data/real/candidates/1PJO/native.pdb,True
1PJO,template_5V2H_004,data/real/candidates/1PJO/template_5V2H_004.pdb,template,data/real/candidates/1PJO/native.pdb,True
1PJO,template_8PFQ_002,data/real/candidates/1PJO/template_8PFQ_002.pdb,template,data/real/candidates/1PJO/native.pdb,True
1PJO,template_8QMH_005,data/real/candidates/1PJO/template_8QMH_005.pdb,template,data/real/candidates/1PJO/native.pdb,True
1Q9A,decoy_001_small_noise,data/real/candidates/1Q9A/decoy_001_small_noise.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_002_medium_noise,data/real/candidates/1Q9A/decoy_002_medium_noise.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_003_large_noise,data/real/candidates/1Q9A/decoy_003_large_noise.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_004_loop_distortion,data/real/candidates/1Q9A/decoy_004_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_005_partial_collapse,data/real/candidates/1Q9A/decoy_005_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_006_over_expansion,data/real/candidates/1Q9A/decoy_006_over_expansion.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_007_local_clash,data/real/candidates/1Q9A/decoy_007_local_clash.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_008_backbone_shift,data/real/candidates/1Q9A/decoy_008_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_009_segment_bend,data/real/candidates/1Q9A/decoy_009_segment_bend.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_010_small_noise,data/real/candidates/1Q9A/decoy_010_small_noise.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_011_medium_noise,data/real/candidates/1Q9A/decoy_011_medium_noise.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_012_large_noise,data/real/candidates/1Q9A/decoy_012_large_noise.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_013_loop_distortion,data/real/candidates/1Q9A/decoy_013_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_014_partial_collapse,data/real/candidates/1Q9A/decoy_014_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_015_over_expansion,data/real/candidates/1Q9A/decoy_015_over_expansion.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_016_local_clash,data/real/candidates/1Q9A/decoy_016_local_clash.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_017_backbone_shift,data/real/candidates/1Q9A/decoy_017_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_018_segment_bend,data/real/candidates/1Q9A/decoy_018_segment_bend.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_019_small_noise,data/real/candidates/1Q9A/decoy_019_small_noise.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_020_medium_noise,data/real/candidates/1Q9A/decoy_020_medium_noise.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_021_large_noise,data/real/candidates/1Q9A/decoy_021_large_noise.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_022_loop_distortion,data/real/candidates/1Q9A/decoy_022_loop_distortion.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_023_partial_collapse,data/real/candidates/1Q9A/decoy_023_partial_collapse.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_024_over_expansion,data/real/candidates/1Q9A/decoy_024_over_expansion.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_025_local_clash,data/real/candidates/1Q9A/decoy_025_local_clash.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_026_backbone_shift,data/real/candidates/1Q9A/decoy_026_backbone_shift.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
1Q9A,decoy_027_segment_bend,data/real/candidates/1Q9A/decoy_027_segment_bend.pdb,synthetic_decoy,data/real/candidates/1Q9A/native.pdb,True
