target_id,candidate_id,candidate_path,candidate_source,native_path,has_native,num_residues,radius_of_gyration,end_to_end_distance,contact_density,long_range_contact_density,clashes_per_residue,backbone_break_fraction,compactness,true_rmsd,true_tm_like,contact_map_precision,contact_map_recall,contact_map_f1,multi_metric_quality,aligned_residue_count,usalign_tm,usalign_rmsd,usalign_aligned,usalign_coverage,usalign_seq_id,label_metric,true_quality,true_rmsd_used,score_contact,score_low_clash,score_compact,score_hybrid,size_deviation,score_plausibility
R1107,casp15_R1107TS091_2,data/casp15_rna/candidates/R1107/casp15_R1107TS091_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,65.80914720402527,199.03071611688483,0.040068201193520885,0.0005288207297726071,0.0,0.0,1.0484864472957813,63.327020525768965,0.002073889693684326,0.0,0.0,0.0,0.001348028300894812,69,0.1407,2.63,16.0,0.2318840579710145,0.688,usalign_tm,0.1407,2.63,-0.6269685292333868,0.14976494322440448,-1.2594343939950619,-0.37776793593013663,0.9922433852354806,-3.7245057568323516
R1107,casp15_R1107TS091_3,data/casp15_rna/candidates/R1107/casp15_R1107TS091_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,67.03126129946837,188.63089797273406,0.03964194373401535,0.0,0.0,0.0,1.0293704404929167,63.17524240918314,0.002083845887127324,0.0,0.0,0.0,0.0013544998266327606,69,0.1345,2.29,13.0,0.18840579710144928,0.231,usalign_tm,0.1345,2.29,-0.6371830695578204,0.14976494322440448,-1.2748948819210493,-0.3829599589409571,1.0106436384397264,-3.803287786000983
R1107,casp15_R1107TS091_4,data/casp15_rna/candidates/R1107/casp15_R1107TS091_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,69.89716755746993,198.59184627270074,0.0370843989769821,0.0,0.0,0.0,0.987164450635332,67.66651827739084,0.0018168870726394967,0.0,0.0,0.0,0.001180976597215673,69,,,,,,usalign_tm,,,-0.684594738670641,0.14976494322440448,-1.3104922159012589,-0.40535466499440775,1.0525096683735833,-3.9772784134461046
R1107,casp15_R1107TS091_5,data/casp15_rna/candidates/R1107/casp15_R1107TS091_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,71.20972829957039,211.28348718723853,0.03836317135549872,0.0005288207297726071,0.0,0.0,0.9689687164758859,68.18763913361174,0.0017892717419724677,0.0,0.0,0.0,0.001163026632282104,69,0.1633,3.36,19.0,0.2753623188405797,0.947,usalign_tm,0.1633,3.36,-0.6585763086419336,0.14976494322440448,-1.326510773003104,-0.39398749111093206,1.0711139838125594,-4.052283311930804
R1107,casp15_R1107TS097_1,data/casp15_rna/candidates/R1107/casp15_R1107TS097_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,27.808103844992672,33.556205774789255,0.04688832054560955,0.07139079851930195,0.0,0.0,2.4812909899692297,17.579063242670536,0.026261307710939347,0.7185185185185186,0.3222591362126246,0.44495412844036697,0.15055608854422067,69,0.2087,4.43,39.0,0.5652173913043478,0.821,usalign_tm,0.2087,4.43,-0.190649618311388,0.14976494322440448,-0.5682424312163284,-0.1299637700914363,0.13081202473995734,0.16539626637680357
R1107,casp15_R1107TS119_1,data/casp15_rna/candidates/R1107/casp15_R1107TS119_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,24.718754359308328,42.71515226474091,0.06734867860187553,0.11369645690111052,0.0,0.0,2.7914026817704114,18.383925283828226,0.024066293208377016,0.5627906976744186,0.4019933554817276,0.4689922480620155,0.1563407650040497,69,0.2513,4.03,31.0,0.4492753623188406,0.258,usalign_tm,0.2513,4.03,0.37365137237494356,0.14976494322440448,-0.46344602861747364,0.14100648272900226,0.013046782631445986,0.8398233307949627
R1107,casp15_R1107TS119_2,data/casp15_rna/candidates/R1107/casp15_R1107TS119_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,23.80819041395691,17.053675586218944,0.06905370843989769,0.1337916446324696,0.0,0.0,2.898162182934677,20.26656050603045,0.019887545526500915,0.48221343873517786,0.4053156146179402,0.4404332129963899,0.14505686849114255,69,,,,,,usalign_tm,,,0.4931377797307801,0.14976494322440448,-0.42870329740159396,0.2018491749286676,0.02448580217605345,0.8801626484453924
R1107,casp15_R1107TS119_3,data/casp15_rna/candidates/R1107/casp15_R1107TS119_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,23.014635377893775,38.04718969910918,0.06734867860187553,0.12691697514542571,0.0,0.0,2.998092121337033,14.440902457322723,0.038428913449288164,0.5666666666666667,0.45182724252491696,0.5027726432532348,0.17581058671800776,69,0.2606,3.62,40.0,0.5797101449275363,0.7,usalign_tm,0.2606,3.62,0.431466259182371,0.14976494322440448,-0.39669573431302063,0.1751022454010167,0.05838512435189225,0.7092170433060806
R1107,casp15_R1107TS119_4,data/casp15_rna/candidates/R1107/casp15_R1107TS119_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,23.656250329211332,27.445767469684647,0.07033248081841433,0.15441565309360128,0.0,0.0,2.916776586440687,19.888928366414103,0.020634195789727954,0.4897260273972603,0.4750830564784053,0.4822934232715009,0.15810025424477342,69,0.2236,3.17,26.0,0.37681159420289856,0.462,usalign_tm,0.2236,3.17,0.6070348377067772,0.14976494322440448,-0.42270515089509786,0.25807967103177765,0.030888094138622257,0.9437466488391968
R1107,casp15_R1107TS119_5,data/casp15_rna/candidates/R1107/casp15_R1107TS119_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,22.590192856499606,40.23564877071078,0.06649616368286446,0.12004230565838181,0.0,0.0,3.054422659597826,15.251552276517364,0.034589885732540765,0.5991189427312775,0.45182724252491696,0.5151515151515151,0.17702888027160604,69,0.2211,4.11,39.0,0.5652173913043478,0.744,usalign_tm,0.2211,4.11,0.3855986283382354,0.14976494322440448,-0.3788527118713968,0.15437263389621203,0.0769995909983594,0.6017936209045387
R1107,casp15_R1107TS125_1,data/casp15_rna/candidates/R1107/casp15_R1107TS125_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,21.43765724774495,32.56885612053331,0.07374254049445865,0.18350079323109467,0.0,0.0,3.218635132746282,7.783761935127176,0.12092405083185696,0.6628242074927954,0.7641196013289037,0.7098765432098765,0.29156359600367,69,0.3928,3.04,54.0,0.782608695652174,0.741,usalign_tm,0.3928,3.04,0.7974431475002113,0.14976494322440448,-0.32757711997805067,0.3577003026136256,0.12936639862177524,0.6616743700569103
R1107,casp15_R1107TS125_2,data/casp15_rna/candidates/R1107/casp15_R1107TS125_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,21.466221268886553,32.61438881843411,0.07246376811594203,0.18561607615018508,0.0,0.0,3.214352257034512,7.7621047736768745,0.12151766354496843,0.6581196581196581,0.7674418604651163,0.7085889570552149,0.29156316842079394,69,0.3924,3.03,54.0,0.782608695652174,0.741,usalign_tm,0.3924,3.03,0.7829876948329895,0.14976494322440448,-0.3289014063198988,0.35155035924190264,0.12803486280965348,0.6764584687036401
R1107,casp15_R1107TS125_3,data/casp15_rna/candidates/R1107/casp15_R1107TS125_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,22.521514528714246,37.74669888877701,0.07672634271099744,0.14013749338974088,0.0,0.0,3.0637369812891633,9.948383450547432,0.07766890723625892,0.5924528301886792,0.521594684385382,0.5547703180212014,0.2169158851099287,69,0.2577,4.66,37.0,0.5362318840579711,0.757,usalign_tm,0.2577,4.66,0.6631239327368068,0.14976494322440448,-0.375915465861993,0.28388676041912464,0.08004440507546873,0.6770183355821212
R1107,casp15_R1107TS125_4,data/casp15_rna/candidates/R1107/casp15_R1107TS125_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,22.24343792349026,52.82476166534024,0.08823529411764706,0.177683765203596,0.0,0.0,3.1020383240800196,20.21731674606156,0.019982606278430064,0.17559523809523808,0.19601328903654486,0.18524332810047098,0.06856169251112083,69,0.2396,4.32,33.0,0.4782608695652174,0.242,usalign_tm,0.2396,4.32,1.040670722277593,0.14976494322440448,-0.36387506072941334,0.4629539701230797,0.09246841836638087,0.7895797778685614
R1107,casp15_R1107TS125_5,data/casp15_rna/candidates/R1107/casp15_R1107TS125_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,22.18178236894461,52.385324080318526,0.0886615515771526,0.177683765203596,0.0,0.0,3.1106606196778017,20.16420477643156,0.020085895029905744,0.17261904761904762,0.19269102990033224,0.18210361067503925,0.06768691497195051,69,0.2351,3.86,31.0,0.4492753623188406,0.258,usalign_tm,0.2351,3.86,1.0485726671297295,0.14976494322440448,-0.36117279533078983,0.46672628221052975,0.09524412071407173,0.7780442634231118
R1107,casp15_R1107TS128_1,data/casp15_rna/candidates/R1107/casp15_R1107TS128_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,27.27833054487151,28.35756424659918,0.07203751065643649,0.12321523003701745,0.0,0.0,2.52948021716425,15.987307001352567,0.03157763210371919,0.759656652360515,0.5880398671096345,0.6629213483146067,0.21940186536179948,69,0.3412,4.22,52.0,0.7536231884057971,0.846,usalign_tm,0.3412,4.22,0.5021994842497955,0.14976494322440448,-0.5515241126186131,0.19435969007936071,0.11157717537433687,0.47196854644461445
R1107,casp15_R1107TS128_2,data/casp15_rna/candidates/R1107/casp15_R1107TS128_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,23.86186370080473,16.712653469751594,0.08823529411764706,0.15282919090428346,0.0,0.0,2.8916432502306915,17.433967620090947,0.0266885357365237,0.5778546712802768,0.5548172757475083,0.5661016949152542,0.18717805670331666,69,0.2885,4.03,39.0,0.5652173913043478,0.667,usalign_tm,0.2885,4.03,0.9319787350796295,0.14976494322440448,-0.4308079375238981,0.40332663840688776,0.02223393523251671,0.972774597421826
R1107,casp15_R1107TS128_3,data/casp15_rna/candidates/R1107/casp15_R1107TS128_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,22.71387874104108,37.968953751716676,0.08184143222506395,0.15335801163405605,0.0,0.0,3.0377901435889796,5.938156921104669,0.19116983947205338,0.8103448275862069,0.7807308970099668,0.7952622673434855,0.3628390758598803,69,0.3972,3.92,59.0,0.855072463768116,0.831,usalign_tm,0.3972,3.92,0.8157621577698753,0.14976494322440448,-0.3841068691488319,0.35481338838437737,0.07153932274948671,0.7701794114766898
R1107,casp15_R1107TS128_4,data/casp15_rna/candidates/R1107/casp15_R1107TS128_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,21.778495363911162,26.402963356411338,0.07800511508951406,0.13220518244315177,0.0,0.0,3.1682628059822773,21.09557694150644,0.018383342681903506,0.648,0.5382059800664452,0.5880217785843921,0.18835570631855492,69,,,,,,usalign_tm,,,0.6521408352087605,0.14976494322440448,-0.34319512902699056,0.27983372766234194,0.11359242695768623,0.5029075049787108
R1107,casp15_R1107TS128_5,data/casp15_rna/candidates/R1107/casp15_R1107TS128_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,22.013153686469202,37.7769818143271,0.08525149190110827,0.16657852987837124,0.0,0.0,3.1344893988507763,14.903176285294224,0.03616675972725203,0.5587301587301587,0.584717607973422,0.5714285714285715,0.1949369652512853,69,0.2402,4.22,41.0,0.5942028985507246,0.878,usalign_tm,0.2402,4.22,0.9367926033943965,0.14976494322440448,-0.35372014107631,0.4145951784087678,0.10287528916288924,0.6977654596175207
R1107,casp15_R1107TS131_1,data/casp15_rna/candidates/R1107/casp15_R1107TS131_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,53.079938919991726,155.61963520391635,0.05754475703324808,0.006874669487043892,0.0,0.0,1.2999261134056452,52.08459986793647,0.0030627710141527173,0.07692307692307693,0.0033222591362126247,0.006369426751592357,0.0039016291846769736,69,0.1742,3.48,20.0,0.2898550724637681,0.3,usalign_tm,0.1742,3.48,-0.2752376446282149,0.14976494322440448,-1.0852656382476376,-0.21178984091239406,0.7772836000544805,-2.8034053263579963
R1107,casp15_R1107TS131_2,data/casp15_rna/candidates/R1107/casp15_R1107TS131_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,51.60091711921614,134.5074965271453,0.05328218243819267,0.0015864621893178213,0.0,0.0,1.337185509773022,49.8394651996171,0.003343981951051084,0.0,0.0,0.0,0.0021735882681832045,69,0.172,3.89,25.0,0.36231884057971014,0.24,usalign_tm,0.172,3.89,-0.3773830478725533,0.14976494322440448,-1.06300947759,-0.25797628456849125,0.7490239872649802,-2.7090874305804675
R1107,casp15_R1107TS131_3,data/casp15_rna/candidates/R1107/casp15_R1107TS131_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,53.23340791653206,169.01433757524833,0.05328218243819267,0.0,0.0,0.0,1.2961784977586042,51.37203711859342,0.0031480560988199563,0.0,0.0,0.0,0.002046236464232972,69,0.1839,3.15,21.0,0.30434782608695654,0.333,usalign_tm,0.1839,3.15,-0.3843208342894446,0.14976494322440448,-1.0875452615342545,-0.2624745359822518,0.7801707089210352,-2.845467575213729
R1107,casp15_R1107TS131_4,data/casp15_rna/candidates/R1107/casp15_R1107TS131_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,46.38233696045342,106.18142222159204,0.052429667519181586,0.0010576414595452142,0.0,0.0,1.4876352300056734,44.34997132318041,0.004219319256859324,0.0,0.0,0.0,0.0027425575169585607,69,,,,,,usalign_tm,,,-0.39549953304912383,0.14976494322440448,-0.9797155627530635,-0.2624677430981903,0.6424032591108371,-2.2682959767912667
R1107,casp15_R1107TS131_5,data/casp15_rna/candidates/R1107/casp15_R1107TS131_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,41.505251293183534,88.44176805672758,0.06606990622335891,0.03966155473294553,0.0,0.0,1.6624402018472244,38.04379874030271,0.00572537559993427,0.16,0.03986710963455149,0.06382978723404255,0.02287043031017004,69,0.2446,3.38,31.0,0.4492753623188406,0.484,usalign_tm,0.2446,3.38,0.02618217169694015,0.14976494322440448,-0.8932872631443941,-0.05988204727663245,0.5313044977238359,-1.6377622432040042
R1107,casp15_R1107TS147_1,data/casp15_rna/candidates/R1107/casp15_R1107TS147_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,32.73723559148898,68.4038403673361,0.05541346973572037,0.08249603384452671,0.0,0.0,2.1076916436477293,28.155525690594857,0.010403897704872078,0.1858974358974359,0.09634551495016612,0.12691466083150985,0.044836931757619804,69,,,,,,usalign_tm,,,0.015953783649585995,0.14976494322440448,-0.7050261651276745,-0.04394210648299736,0.29399767448340386,-0.4642208865731409
