target_id,candidate_id,candidate_path,candidate_source,native_path,has_native
R1107,casp15_R1107TS091_1,data/casp15_rna/candidates/R1107/casp15_R1107TS091_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS091_2,data/casp15_rna/candidates/R1107/casp15_R1107TS091_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS091_3,data/casp15_rna/candidates/R1107/casp15_R1107TS091_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS091_4,data/casp15_rna/candidates/R1107/casp15_R1107TS091_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS091_5,data/casp15_rna/candidates/R1107/casp15_R1107TS091_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS097_1,data/casp15_rna/candidates/R1107/casp15_R1107TS097_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS119_1,data/casp15_rna/candidates/R1107/casp15_R1107TS119_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS119_2,data/casp15_rna/candidates/R1107/casp15_R1107TS119_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS119_3,data/casp15_rna/candidates/R1107/casp15_R1107TS119_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS119_4,data/casp15_rna/candidates/R1107/casp15_R1107TS119_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS119_5,data/casp15_rna/candidates/R1107/casp15_R1107TS119_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS125_1,data/casp15_rna/candidates/R1107/casp15_R1107TS125_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS125_2,data/casp15_rna/candidates/R1107/casp15_R1107TS125_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS125_3,data/casp15_rna/candidates/R1107/casp15_R1107TS125_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS125_4,data/casp15_rna/candidates/R1107/casp15_R1107TS125_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS125_5,data/casp15_rna/candidates/R1107/casp15_R1107TS125_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS128_1,data/casp15_rna/candidates/R1107/casp15_R1107TS128_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS128_2,data/casp15_rna/candidates/R1107/casp15_R1107TS128_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS128_3,data/casp15_rna/candidates/R1107/casp15_R1107TS128_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS128_4,data/casp15_rna/candidates/R1107/casp15_R1107TS128_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS128_5,data/casp15_rna/candidates/R1107/casp15_R1107TS128_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS131_1,data/casp15_rna/candidates/R1107/casp15_R1107TS131_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS131_2,data/casp15_rna/candidates/R1107/casp15_R1107TS131_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS131_3,data/casp15_rna/candidates/R1107/casp15_R1107TS131_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS131_4,data/casp15_rna/candidates/R1107/casp15_R1107TS131_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS131_5,data/casp15_rna/candidates/R1107/casp15_R1107TS131_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS147_1,data/casp15_rna/candidates/R1107/casp15_R1107TS147_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS147_2,data/casp15_rna/candidates/R1107/casp15_R1107TS147_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS147_3,data/casp15_rna/candidates/R1107/casp15_R1107TS147_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS147_4,data/casp15_rna/candidates/R1107/casp15_R1107TS147_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS147_5,data/casp15_rna/candidates/R1107/casp15_R1107TS147_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS163_1,data/casp15_rna/candidates/R1107/casp15_R1107TS163_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS163_2,data/casp15_rna/candidates/R1107/casp15_R1107TS163_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS163_5,data/casp15_rna/candidates/R1107/casp15_R1107TS163_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS227_1,data/casp15_rna/candidates/R1107/casp15_R1107TS227_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS227_2,data/casp15_rna/candidates/R1107/casp15_R1107TS227_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS227_3,data/casp15_rna/candidates/R1107/casp15_R1107TS227_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS227_4,data/casp15_rna/candidates/R1107/casp15_R1107TS227_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS227_5,data/casp15_rna/candidates/R1107/casp15_R1107TS227_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS229_1,data/casp15_rna/candidates/R1107/casp15_R1107TS229_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS229_2,data/casp15_rna/candidates/R1107/casp15_R1107TS229_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS229_3,data/casp15_rna/candidates/R1107/casp15_R1107TS229_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS229_4,data/casp15_rna/candidates/R1107/casp15_R1107TS229_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS229_5,data/casp15_rna/candidates/R1107/casp15_R1107TS229_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS232_1,data/casp15_rna/candidates/R1107/casp15_R1107TS232_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS232_2,data/casp15_rna/candidates/R1107/casp15_R1107TS232_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS232_3,data/casp15_rna/candidates/R1107/casp15_R1107TS232_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS232_4,data/casp15_rna/candidates/R1107/casp15_R1107TS232_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS232_5,data/casp15_rna/candidates/R1107/casp15_R1107TS232_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS235_1,data/casp15_rna/candidates/R1107/casp15_R1107TS235_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS235_2,data/casp15_rna/candidates/R1107/casp15_R1107TS235_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS235_3,data/casp15_rna/candidates/R1107/casp15_R1107TS235_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS235_4,data/casp15_rna/candidates/R1107/casp15_R1107TS235_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS235_5,data/casp15_rna/candidates/R1107/casp15_R1107TS235_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS238_1,data/casp15_rna/candidates/R1107/casp15_R1107TS238_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS245_1,data/casp15_rna/candidates/R1107/casp15_R1107TS245_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS245_2,data/casp15_rna/candidates/R1107/casp15_R1107TS245_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS245_3,data/casp15_rna/candidates/R1107/casp15_R1107TS245_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS245_4,data/casp15_rna/candidates/R1107/casp15_R1107TS245_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS245_5,data/casp15_rna/candidates/R1107/casp15_R1107TS245_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS248_1,data/casp15_rna/candidates/R1107/casp15_R1107TS248_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS248_2,data/casp15_rna/candidates/R1107/casp15_R1107TS248_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS248_3,data/casp15_rna/candidates/R1107/casp15_R1107TS248_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS248_4,data/casp15_rna/candidates/R1107/casp15_R1107TS248_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS248_5,data/casp15_rna/candidates/R1107/casp15_R1107TS248_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS285_1,data/casp15_rna/candidates/R1107/casp15_R1107TS285_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS285_2,data/casp15_rna/candidates/R1107/casp15_R1107TS285_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS285_3,data/casp15_rna/candidates/R1107/casp15_R1107TS285_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS285_4,data/casp15_rna/candidates/R1107/casp15_R1107TS285_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS285_5,data/casp15_rna/candidates/R1107/casp15_R1107TS285_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS287_1,data/casp15_rna/candidates/R1107/casp15_R1107TS287_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS287_2,data/casp15_rna/candidates/R1107/casp15_R1107TS287_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS287_3,data/casp15_rna/candidates/R1107/casp15_R1107TS287_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS287_4,data/casp15_rna/candidates/R1107/casp15_R1107TS287_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS287_5,data/casp15_rna/candidates/R1107/casp15_R1107TS287_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS385_1,data/casp15_rna/candidates/R1107/casp15_R1107TS385_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS385_2,data/casp15_rna/candidates/R1107/casp15_R1107TS385_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS385_3,data/casp15_rna/candidates/R1107/casp15_R1107TS385_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS385_4,data/casp15_rna/candidates/R1107/casp15_R1107TS385_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS385_5,data/casp15_rna/candidates/R1107/casp15_R1107TS385_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS392_1,data/casp15_rna/candidates/R1107/casp15_R1107TS392_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS392_2,data/casp15_rna/candidates/R1107/casp15_R1107TS392_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS392_3,data/casp15_rna/candidates/R1107/casp15_R1107TS392_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS392_4,data/casp15_rna/candidates/R1107/casp15_R1107TS392_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS392_5,data/casp15_rna/candidates/R1107/casp15_R1107TS392_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS416_1,data/casp15_rna/candidates/R1107/casp15_R1107TS416_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS416_2,data/casp15_rna/candidates/R1107/casp15_R1107TS416_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS416_3,data/casp15_rna/candidates/R1107/casp15_R1107TS416_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS416_4,data/casp15_rna/candidates/R1107/casp15_R1107TS416_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS416_5,data/casp15_rna/candidates/R1107/casp15_R1107TS416_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS434_1,data/casp15_rna/candidates/R1107/casp15_R1107TS434_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS434_2,data/casp15_rna/candidates/R1107/casp15_R1107TS434_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS434_3,data/casp15_rna/candidates/R1107/casp15_R1107TS434_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS434_4,data/casp15_rna/candidates/R1107/casp15_R1107TS434_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS434_5,data/casp15_rna/candidates/R1107/casp15_R1107TS434_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS439_1,data/casp15_rna/candidates/R1107/casp15_R1107TS439_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS439_2,data/casp15_rna/candidates/R1107/casp15_R1107TS439_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS439_3,data/casp15_rna/candidates/R1107/casp15_R1107TS439_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS439_4,data/casp15_rna/candidates/R1107/casp15_R1107TS439_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS439_5,data/casp15_rna/candidates/R1107/casp15_R1107TS439_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS470_1,data/casp15_rna/candidates/R1107/casp15_R1107TS470_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS470_2,data/casp15_rna/candidates/R1107/casp15_R1107TS470_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS470_3,data/casp15_rna/candidates/R1107/casp15_R1107TS470_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS470_4,data/casp15_rna/candidates/R1107/casp15_R1107TS470_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS470_5,data/casp15_rna/candidates/R1107/casp15_R1107TS470_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS489_1,data/casp15_rna/candidates/R1107/casp15_R1107TS489_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS489_2,data/casp15_rna/candidates/R1107/casp15_R1107TS489_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS489_3,data/casp15_rna/candidates/R1107/casp15_R1107TS489_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS489_4,data/casp15_rna/candidates/R1107/casp15_R1107TS489_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1107,casp15_R1107TS489_5,data/casp15_rna/candidates/R1107/casp15_R1107TS489_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True
R1108,casp15_R1108TS029_1,data/casp15_rna/candidates/R1108/casp15_R1108TS029_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS029_2,data/casp15_rna/candidates/R1108/casp15_R1108TS029_2.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS035_1,data/casp15_rna/candidates/R1108/casp15_R1108TS035_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS035_2,data/casp15_rna/candidates/R1108/casp15_R1108TS035_2.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS035_3,data/casp15_rna/candidates/R1108/casp15_R1108TS035_3.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS035_4,data/casp15_rna/candidates/R1108/casp15_R1108TS035_4.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS035_5,data/casp15_rna/candidates/R1108/casp15_R1108TS035_5.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS054_1,data/casp15_rna/candidates/R1108/casp15_R1108TS054_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS054_2,data/casp15_rna/candidates/R1108/casp15_R1108TS054_2.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS054_3,data/casp15_rna/candidates/R1108/casp15_R1108TS054_3.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS054_4,data/casp15_rna/candidates/R1108/casp15_R1108TS054_4.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS054_5,data/casp15_rna/candidates/R1108/casp15_R1108TS054_5.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS081_1,data/casp15_rna/candidates/R1108/casp15_R1108TS081_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS081_2,data/casp15_rna/candidates/R1108/casp15_R1108TS081_2.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS081_3,data/casp15_rna/candidates/R1108/casp15_R1108TS081_3.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS081_4,data/casp15_rna/candidates/R1108/casp15_R1108TS081_4.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS091_1,data/casp15_rna/candidates/R1108/casp15_R1108TS091_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS091_2,data/casp15_rna/candidates/R1108/casp15_R1108TS091_2.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS091_3,data/casp15_rna/candidates/R1108/casp15_R1108TS091_3.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS091_4,data/casp15_rna/candidates/R1108/casp15_R1108TS091_4.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS091_5,data/casp15_rna/candidates/R1108/casp15_R1108TS091_5.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS097_1,data/casp15_rna/candidates/R1108/casp15_R1108TS097_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS119_1,data/casp15_rna/candidates/R1108/casp15_R1108TS119_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS119_2,data/casp15_rna/candidates/R1108/casp15_R1108TS119_2.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS119_3,data/casp15_rna/candidates/R1108/casp15_R1108TS119_3.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS119_4,data/casp15_rna/candidates/R1108/casp15_R1108TS119_4.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS119_5,data/casp15_rna/candidates/R1108/casp15_R1108TS119_5.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS125_1,data/casp15_rna/candidates/R1108/casp15_R1108TS125_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS125_2,data/casp15_rna/candidates/R1108/casp15_R1108TS125_2.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS125_3,data/casp15_rna/candidates/R1108/casp15_R1108TS125_3.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS125_4,data/casp15_rna/candidates/R1108/casp15_R1108TS125_4.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS125_5,data/casp15_rna/candidates/R1108/casp15_R1108TS125_5.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS128_1,data/casp15_rna/candidates/R1108/casp15_R1108TS128_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS128_2,data/casp15_rna/candidates/R1108/casp15_R1108TS128_2.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS128_3,data/casp15_rna/candidates/R1108/casp15_R1108TS128_3.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS128_4,data/casp15_rna/candidates/R1108/casp15_R1108TS128_4.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS128_5,data/casp15_rna/candidates/R1108/casp15_R1108TS128_5.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS131_1,data/casp15_rna/candidates/R1108/casp15_R1108TS131_1.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS131_2,data/casp15_rna/candidates/R1108/casp15_R1108TS131_2.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS131_3,data/casp15_rna/candidates/R1108/casp15_R1108TS131_3.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
R1108,casp15_R1108TS131_4,data/casp15_rna/candidates/R1108/casp15_R1108TS131_4.pdb,casp,data/casp15_rna/natives/R1108_7QR3.pdb,True
