target_id,method,oracle_candidate,oracle_group,oracle_tm_like,oracle_rmsd,selected_top1_candidate,selected_top1_group,selected_best_in_top5_candidate,selected_best_group,best_of_5_tm_like,best_of_5_rmsd,tm_like_regret,oracle_in_top5
R1108,compact,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,casp15_R1108TS385_4,TS385,casp15_R1108TS489_5,TS489,0.0832001107027511,9.583143979048623,0.2430420215906274,False
R1108,low_clash,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,casp15_R1108TS029_1,TS029,casp15_R1108TS287_4,TS287,0.198204634662693,5.806408105875944,0.1280374976306855,False
R1108,contact,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,casp15_R1108TS385_4,TS385,casp15_R1108TS489_5,TS489,0.0832001107027511,9.583143979048623,0.2430420215906274,False
R1108,group_mean,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,casp15_R1108TS232_1,TS232,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,0.0,True
R1108,group_max,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,casp15_R1108TS232_1,TS232,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,0.0,True
R1108,group_oracle_rate,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,casp15_R1108TS232_4,TS232,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,0.0,True
R1108,group_calibrated_hybrid,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,casp15_R1108TS232_5,TS232,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,0.0,True
R1108,group_calibrated_compact,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,casp15_R1108TS232_3,TS232,casp15_R1108TS232_4,TS232,0.3262421322933785,4.148724446451004,0.0,True
R1116,hybrid,casp15_R1116TS285_5,TS285,0.0808181859429064,15.168135076218618,casp15_R1116TS177_1,TS177,casp15_R1116TS238_2,TS238,0.0529940161235115,19.012926516896588,0.02782416981939491,False
R1116,compact,casp15_R1116TS285_5,TS285,0.0808181859429064,15.168135076218618,casp15_R1116TS177_1,TS177,casp15_R1116TS245_5,TS245,0.0216792294631136,30.21375761301497,0.05913895647979281,False
R1116,low_clash,casp15_R1116TS285_5,TS285,0.0808181859429064,15.168135076218618,casp15_R1116TS029_1,TS029,casp15_R1116TS029_1,TS029,0.0387984310738092,22.3864989132845,0.0420197548690972,False
R1116,contact,casp15_R1116TS285_5,TS285,0.0808181859429064,15.168135076218618,casp15_R1116TS177_1,TS177,casp15_R1116TS238_2,TS238,0.0529940161235115,19.012926516896588,0.02782416981939491,False
R1116,group_mean,casp15_R1116TS285_5,TS285,0.0808181859429064,15.168135076218618,casp15_R1116TS232_1,TS232,casp15_R1116TS232_5,TS232,0.0405792014197123,21.869499365605265,0.040238984523194105,False
R1116,group_max,casp15_R1116TS285_5,TS285,0.0808181859429064,15.168135076218618,casp15_R1116TS232_2,TS232,casp15_R1116TS232_5,TS232,0.0405792014197123,21.869499365605265,0.040238984523194105,False
R1116,group_oracle_rate,casp15_R1116TS285_5,TS285,0.0808181859429064,15.168135076218618,casp15_R1116TS232_2,TS232,casp15_R1116TS232_5,TS232,0.0405792014197123,21.869499365605265,0.040238984523194105,False
R1116,group_calibrated_hybrid,casp15_R1116TS285_5,TS285,0.0808181859429064,15.168135076218618,casp15_R1116TS232_1,TS232,casp15_R1116TS232_5,TS232,0.0405792014197123,21.869499365605265,0.040238984523194105,False
R1116,group_calibrated_compact,casp15_R1116TS285_5,TS285,0.0808181859429064,15.168135076218618,casp15_R1116TS232_1,TS232,casp15_R1116TS232_5,TS232,0.0405792014197123,21.869499365605265,0.040238984523194105,False
R1117,hybrid,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,casp15_R1117TS235_3,TS235,casp15_R1117TS238_2,TS238,0.099779745658967,3.570099327898604,0.26802828852516924,False
R1117,compact,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,casp15_R1117TS235_3,TS235,casp15_R1117TS235_1,TS235,0.1033781773707882,3.5003971573716703,0.264429856813348,False
R1117,low_clash,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,casp15_R1117TS029_1,TS029,casp15_R1117TS287_2,TS287,0.3261707138156676,1.7083606710560435,0.04163732036846862,False
R1117,contact,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,casp15_R1117TS235_3,TS235,casp15_R1117TS238_2,TS238,0.099779745658967,3.570099327898604,0.26802828852516924,False
R1117,group_mean,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,casp15_R1117TS232_3,TS232,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,0.0,True
R1117,group_max,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,casp15_R1117TS232_3,TS232,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,0.0,True
R1117,group_oracle_rate,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,casp15_R1117TS232_1,TS232,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,0.0,True
R1117,group_calibrated_hybrid,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,casp15_R1117TS232_1,TS232,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,0.0,True
R1117,group_calibrated_compact,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,casp15_R1117TS232_1,TS232,casp15_R1117TS232_1,TS232,0.3678080341841362,1.5582638153807231,0.0,True
R1126,hybrid,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,casp15_R1126TS238_3,TS238,casp15_R1126TS470_5,TS470,0.0342285133130794,36.76826256555085,0.3351032397779319,False
R1126,compact,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,casp15_R1126TS238_3,TS238,casp15_R1126TS470_5,TS470,0.0342285133130794,36.76826256555085,0.3351032397779319,False
R1126,low_clash,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,casp15_R1126TS029_1,TS029,casp15_R1126TS287_2,TS287,0.2112664927068006,13.374568247605287,0.1580652603842107,False
R1126,contact,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,casp15_R1126TS238_3,TS238,casp15_R1126TS238_1,TS238,0.0467002928571716,31.274103183262692,0.3226314602338397,False
R1126,group_mean,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,casp15_R1126TS232_3,TS232,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,0.0,True
R1126,group_max,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,casp15_R1126TS232_3,TS232,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,0.0,True
R1126,group_oracle_rate,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,casp15_R1126TS232_3,TS232,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,0.0,True
R1126,group_calibrated_hybrid,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,casp15_R1126TS238_3,TS238,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,0.0,True
R1126,group_calibrated_compact,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,casp15_R1126TS232_1,TS232,casp15_R1126TS232_4,TS232,0.3693317530910113,9.045281682888591,0.0,True
R1128,hybrid,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,casp15_R1128TS163_1,TS163,casp15_R1128TS163_1,TS163,0.0557752659366336,23.532943525260425,0.5609693715563866,False
R1128,compact,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,casp15_R1128TS163_1,TS163,casp15_R1128TS163_1,TS163,0.0557752659366336,23.532943525260425,0.5609693715563866,False
R1128,low_clash,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,casp15_R1128TS029_1,TS029,casp15_R1128TS229_1,TS229,0.0582931867320877,22.988378999403466,0.5584514507609325,False
R1128,contact,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,casp15_R1128TS238_2,TS238,casp15_R1128TS163_1,TS163,0.0557752659366336,23.532943525260425,0.5609693715563866,False
R1128,group_mean,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,casp15_R1128TS232_1,TS232,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,0.0,True
R1128,group_max,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,casp15_R1128TS232_5,TS232,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,0.0,True
R1128,group_oracle_rate,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,casp15_R1128TS232_4,TS232,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,0.0,True
R1128,group_calibrated_hybrid,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,casp15_R1128TS232_5,TS232,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,0.0,True
R1128,group_calibrated_compact,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,casp15_R1128TS232_5,TS232,casp15_R1128TS232_1,TS232,0.6167446374930202,4.508694612110103,0.0,True
R1136,hybrid,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,casp15_R1136TS238_3,TS238,casp15_R1136TS238_1,TS238,0.0344501159144327,37.127089728413104,0.4244650735950296,False
R1136,compact,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,casp15_R1136TS238_3,TS238,casp15_R1136TS470_4,TS470,0.0273228724751216,41.84273535306846,0.4315923170343407,False
R1136,low_clash,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,casp15_R1136TS029_1,TS029,casp15_R1136TS245_2,TS245,0.026782384047523,42.27457570054126,0.43213280546193933,False
R1136,contact,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,casp15_R1136TS238_3,TS238,casp15_R1136TS238_1,TS238,0.0344501159144327,37.127089728413104,0.4244650735950296,False
R1136,group_mean,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,casp15_R1136TS232_4,TS232,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,0.0,True
R1136,group_max,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,casp15_R1136TS232_4,TS232,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,0.0,True
R1136,group_oracle_rate,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,casp15_R1136TS232_4,TS232,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,0.0,True
R1136,group_calibrated_hybrid,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,casp15_R1136TS238_3,TS238,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,0.0,True
R1136,group_calibrated_compact,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,casp15_R1136TS232_4,TS232,casp15_R1136TS232_3,TS232,0.4589151895094623,7.614920056002128,0.0,True
R1138,hybrid,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,casp15_R1138TS238_3,TS238,casp15_R1138TS229_2,TS229,0.0376323810511412,46.70691495715852,0.1623584312330213,False
R1138,compact,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,casp15_R1138TS238_4,TS238,casp15_R1138TS229_2,TS229,0.0376323810511412,46.70691495715852,0.1623584312330213,False
R1138,low_clash,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,casp15_R1138TS029_1,TS029,casp15_R1138TS239_4,TS239,0.0322660694211106,50.58205655732177,0.1677247428630519,False
R1138,contact,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,casp15_R1138TS238_4,TS238,casp15_R1138TS238_1,TS238,0.0537723825417439,38.74446787185199,0.14621842974241858,False
R1138,group_mean,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,casp15_R1138TS232_5,TS232,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,0.0,True
R1138,group_max,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,casp15_R1138TS232_1,TS232,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,0.0,True
R1138,group_oracle_rate,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,casp15_R1138TS232_2,TS232,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,0.0,True
R1138,group_calibrated_hybrid,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,casp15_R1138TS238_3,TS238,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,0.0,True
R1138,group_calibrated_compact,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,casp15_R1138TS238_4,TS238,casp15_R1138TS232_4,TS232,0.1999908122841625,18.47285391036873,0.0,True
R1149,hybrid,casp15_R1149TS128_1,TS128,0.2467877619970491,7.2034738411063595,casp15_R1149TS177_1,TS177,casp15_R1149TS235_4,TS235,0.0382510436755594,20.67541933156243,0.2085367183214897,False
R1149,compact,casp15_R1149TS128_1,TS128,0.2467877619970491,7.2034738411063595,casp15_R1149TS177_1,TS177,casp15_R1149TS248_1,TS248,0.0706908549370631,14.95008279318346,0.17609690705998599,False
R1149,low_clash,casp15_R1149TS128_1,TS128,0.2467877619970491,7.2034738411063595,casp15_R1149TS029_1,TS029,casp15_R1149TS239_4,TS239,0.0563144538836455,16.87908198151375,0.1904733081134036,False
R1149,contact,casp15_R1149TS128_1,TS128,0.2467877619970491,7.2034738411063595,casp15_R1149TS177_1,TS177,casp15_R1149TS235_4,TS235,0.0382510436755594,20.67541933156243,0.2085367183214897,False
R1149,group_mean,casp15_R1149TS128_1,TS128,0.2467877619970491,7.2034738411063595,casp15_R1149TS232_5,TS232,casp15_R1149TS232_5,TS232,0.1226556815639174,11.027734669401614,0.1241320804331317,False
R1149,group_max,casp15_R1149TS128_1,TS128,0.2467877619970491,7.2034738411063595,casp15_R1149TS232_5,TS232,casp15_R1149TS232_5,TS232,0.1226556815639174,11.027734669401614,0.1241320804331317,False
R1149,group_oracle_rate,casp15_R1149TS128_1,TS128,0.2467877619970491,7.2034738411063595,casp15_R1149TS232_1,TS232,casp15_R1149TS232_5,TS232,0.1226556815639174,11.027734669401614,0.1241320804331317,False
R1149,group_calibrated_hybrid,casp15_R1149TS128_1,TS128,0.2467877619970491,7.2034738411063595,casp15_R1149TS177_1,TS177,casp15_R1149TS232_5,TS232,0.1226556815639174,11.027734669401614,0.1241320804331317,False
R1149,group_calibrated_compact,casp15_R1149TS128_1,TS128,0.2467877619970491,7.2034738411063595,casp15_R1149TS232_4,TS232,casp15_R1149TS232_5,TS232,0.1226556815639174,11.027734669401614,0.1241320804331317,False
R1156,hybrid,casp15_R1156TS128_5,TS128,0.2638305725614999,7.209887484951259,casp15_R1156TS177_1,TS177,casp15_R1156TS238_4,TS238,0.0333248825864672,23.24652889535756,0.23050568997503268,False
R1156,compact,casp15_R1156TS128_5,TS128,0.2638305725614999,7.209887484951259,casp15_R1156TS177_1,TS177,casp15_R1156TS235_5,TS235,0.0404463493129894,21.02311787696826,0.22338422324851048,False
R1156,low_clash,casp15_R1156TS128_5,TS128,0.2638305725614999,7.209887484951259,casp15_R1156TS029_1,TS029,casp15_R1156TS239_1,TS239,0.0533013756564594,18.190256480069205,0.2105291969050405,False
R1156,contact,casp15_R1156TS128_5,TS128,0.2638305725614999,7.209887484951259,casp15_R1156TS177_1,TS177,casp15_R1156TS238_4,TS238,0.0333248825864672,23.24652889535756,0.23050568997503268,False
R1156,group_mean,casp15_R1156TS128_5,TS128,0.2638305725614999,7.209887484951259,casp15_R1156TS232_5,TS232,casp15_R1156TS232_3,TS232,0.0955643613970985,13.278316342093447,0.16826621116440138,False
R1156,group_max,casp15_R1156TS128_5,TS128,0.2638305725614999,7.209887484951259,casp15_R1156TS232_5,TS232,casp15_R1156TS232_3,TS232,0.0955643613970985,13.278316342093447,0.16826621116440138,False
R1156,group_oracle_rate,casp15_R1156TS128_5,TS128,0.2638305725614999,7.209887484951259,casp15_R1156TS232_1,TS232,casp15_R1156TS232_3,TS232,0.0955643613970985,13.278316342093447,0.16826621116440138,False
R1156,group_calibrated_hybrid,casp15_R1156TS128_5,TS128,0.2638305725614999,7.209887484951259,casp15_R1156TS232_5,TS232,casp15_R1156TS232_3,TS232,0.0955643613970985,13.278316342093447,0.16826621116440138,False
R1156,group_calibrated_compact,casp15_R1156TS128_5,TS128,0.2638305725614999,7.209887484951259,casp15_R1156TS232_3,TS232,casp15_R1156TS232_3,TS232,0.0955643613970985,13.278316342093447,0.16826621116440138,False
